id_funcionario,data_avaliacao,nota,comentario
446,2025-04-01,5,Regular
447,2022-01-29,5,Bom desempenho
447,2024-01-01,5,Bom desempenho
447,2024-09-23,3,Excelente
448,2024-01-01,3,Precisa melhorar
448,2025-05-29,5,Precisa melhorar
448,2025-08-24,2,Excelente
448,2024-04-25,5,Regular
448,2025-06-03,5,Excelente
449,2024-10-31,4,Precisa melhorar
449,2025-04-21,3,Regular
449,2024-12-23,5,Excelente
449,2025-01-29,4,Precisa melhorar
450,2025-08-23,2,Precisa melhorar
450,2023-02-19,3,Excelente
450,2025-01-10,1,Bom desempenho
451,2024-06-14,3,Excelente
451,2023-04-13,5,Precisa melhorar
451,2024-07-17,2,Regular
452,2024-12-13,4,Precisa melhorar
452,2024-03-12,2,Precisa melhorar
453,2023-04-27,5,Precisa melhorar
453,2023-07-26,5,Regular
454,2024-12-21,1,Precisa melhorar
454,2024-11-28,1,Regular
455,2025-09-28,2,Excelente
455,2025-10-09,3,Excelente
455,2025-10-18,1,Regular
455,2025-10-27,1,Regular
456,2025-09-13,5,Excelente
456,2024-01-12,1,Excelente
456,2023-11-28,2,Excelente
456,2023-05-19,5,Precisa melhorar
456,2025-01-11,4,Bom desempenho
457,2025-10-02,5,Precisa melhorar
457,2025-10-15,4,Excelente
458,2025-08-23,4,Bom desempenho
458,2025-10-18,2,Excelente
458,2025-08-29,3,Precisa melhorar
459,2025-04-19,1,Excelente
459,2025-08-04,3,Precisa melhorar
460,2024-05-19,3,Precisa melhorar
460,2025-10-15,4,Bom desempenho
460,2024-09-22,2,Excelente
460,2025-02-07,3,Precisa melhorar
460,2024-10-19,2,Regular
461,2025-10-02,1,Excelente
461,2024-01-11,3,Bom desempenho
462,2025-09-28,1,Precisa melhorar
462,2025-08-15,4,Regular
463,2024-07-02,2,Precisa melhorar
463,2021-12-05,2,Bom desempenho
463,2024-02-23,2,Regular
464,2025-06-05,3,Regular
464,2023-07-18,3,Precisa melhorar
465,2025-07-15,3,Precisa melhorar
465,2024-10-10,1,Precisa melhorar
465,2023-07-15,2,Regular
466,2021-11-06,3,Regular
466,2023-08-22,5,Bom desempenho
467,2024-09-28,2,Precisa melhorar
467,2023-01-13,1,Regular
468,2023-12-13,4,Bom desempenho
468,2023-05-08,5,Regular
468,2025-01-03,3,Excelente
468,2022-10-03,4,Precisa melhorar
468,2023-11-25,5,Bom desempenho
469,2023-09-10,2,Regular
469,2021-05-30,3,Bom desempenho
469,2023-03-14,5,Bom desempenho
470,2025-08-04,4,Excelente
470,2025-01-09,1,Regular
470,2024-06-12,1,Precisa melhorar
471,2024-08-05,3,Regular
471,2025-05-10,1,Bom desempenho
471,2023-08-29,4,Excelente
471,2025-07-17,5,Excelente
471,2024-11-15,5,Bom desempenho
472,2025-08-16,2,Excelente
472,2025-05-12,3,Bom desempenho
472,2025-05-24,3,Bom desempenho
473,2025-08-20,4,Excelente
473,2025-04-24,2,Bom desempenho
473,2025-05-05,2,Precisa melhorar
473,2025-09-10,2,Precisa melhorar
473,2025-06-01,5,Bom desempenho
474,2025-01-26,2,Precisa melhorar
474,2025-02-17,3,Bom desempenho
475,2025-02-12,4,Bom desempenho
475,2024-09-02,3,Precisa melhorar
475,2024-08-14,2,Regular
475,2025-08-24,3,Precisa melhorar
476,2025-01-24,5,Regular
476,2022-06-15,4,Bom desempenho
476,2024-10-11,2,Excelente
476,2021-05-17,1,Excelente
477,2025-02-09,2,Bom desempenho
477,2024-05-23,1,Precisa melhorar
477,2025-07-15,4,Regular
477,2023-07-12,4,Regular
477,2024-11-06,1,Bom desempenho
478,2024-07-02,1,Bom desempenho
478,2024-06-03,5,Regular
478,2025-05-15,2,Regular
479,2025-03-28,1,Bom desempenho
479,2022-09-02,3,Excelente
479,2023-12-29,4,Precisa melhorar
479,2023-09-05,1,Excelente
480,2022-04-03,4,Excelente
480,2025-05-17,1,Bom desempenho
481,2025-07-22,1,Bom desempenho
481,2024-07-14,5,Bom desempenho
481,2024-07-03,1,Regular
481,2025-01-27,4,Bom desempenho
482,2025-08-07,1,Regular
482,2025-04-05,3,Bom desempenho
482,2025-10-22,1,Regular
482,2025-05-22,2,Excelente
483,2022-09-02,2,Precisa melhorar
483,2024-05-31,3,Bom desempenho
483,2025-07-08,1,Precisa melhorar
484,2025-10-27,5,Bom desempenho
484,2025-10-28,3,Precisa melhorar
485,2025-05-26,5,Excelente
485,2025-04-17,4,Bom desempenho
485,2025-03-04,1,Precisa melhorar
486,2025-07-10,1,Regular
486,2025-08-12,2,Bom desempenho
487,2025-06-14,5,Bom desempenho
487,2023-05-21,3,Regular
487,2024-10-29,4,Bom desempenho
487,2024-05-18,5,Regular
487,2025-06-24,3,Bom desempenho
488,2025-06-04,2,Excelente
488,2025-06-29,3,Excelente
488,2025-03-25,3,Precisa melhorar
489,2025-06-29,2,Excelente
489,2024-09-04,2,Precisa melhorar
489,2025-09-20,2,Excelente
490,2025-08-14,3,Regular
490,2025-09-05,3,Excelente
490,2025-10-27,5,Regular
490,2025-10-16,2,Excelente
490,2025-10-10,2,Bom desempenho
491,2025-10-21,1,Precisa melhorar
491,2025-09-12,2,Precisa melhorar
492,2025-04-13,2,Precisa melhorar
492,2025-01-25,3,Bom desempenho
493,2025-05-18,3,Bom desempenho
493,2024-04-27,2,Regular
493,2025-10-25,3,Regular
493,2024-05-22,5,Excelente
494,2022-03-30,4,Precisa melhorar
494,2025-07-24,5,Excelente
494,2022-11-20,4,Precisa melhorar
494,2025-04-18,4,Regular
495,2025-02-13,5,Bom desempenho
495,2024-10-01,1,Precisa melhorar
496,2024-05-14,4,Precisa melhorar
496,2024-01-06,3,Regular
497,2025-06-15,5,Excelente
497,2025-03-28,5,Regular
497,2023-06-26,3,Precisa melhorar
497,2023-09-02,2,Bom desempenho
497,2022-11-05,4,Regular
498,2022-11-01,1,Regular
498,2025-10-22,2,Regular
499,2025-10-27,1,Precisa melhorar
499,2025-06-29,4,Regular
499,2025-07-03,4,Regular
499,2025-10-22,1,Bom desempenho
499,2025-08-11,5,Excelente
500,2024-05-14,4,Bom desempenho
500,2024-10-03,2,Bom desempenho
501,2024-01-28,5,Bom desempenho
501,2023-08-16,4,Bom desempenho
501,2022-05-29,2,Regular
502,2024-11-08,4,Regular
502,2023-12-10,4,Excelente
503,2025-07-17,4,Excelente
503,2023-06-08,5,Regular
503,2025-08-26,1,Excelente
504,2025-04-16,1,Excelente
504,2025-03-27,1,Bom desempenho
504,2025-08-10,3,Excelente
504,2025-02-06,1,Precisa melhorar
504,2025-10-21,2,Precisa melhorar
505,2025-07-02,1,Regular
505,2022-06-02,1,Excelente
506,2024-10-05,2,Regular
506,2023-10-27,4,Excelente
506,2025-07-26,1,Precisa melhorar
506,2025-03-15,4,Precisa melhorar
507,2023-10-27,1,Bom desempenho
507,2024-10-10,1,Precisa melhorar
507,2024-02-11,1,Precisa melhorar
508,2025-10-23,2,Precisa melhorar
508,2025-10-22,2,Bom desempenho
508,2025-10-23,3,Excelente
508,2025-10-23,5,Regular
509,2025-06-26,3,Bom desempenho
509,2024-12-14,1,Bom desempenho
509,2024-08-30,1,Regular
510,2024-07-20,4,Precisa melhorar
510,2022-01-25,5,Regular
510,2025-06-20,3,Excelente
510,2021-08-20,5,Regular
511,2023-06-01,1,Bom desempenho
511,2025-10-03,1,Regular
511,2025-09-23,1,Precisa melhorar
511,2025-04-05,1,Regular
511,2023-10-15,5,Excelente
512,2022-11-10,2,Regular
512,2022-03-14,5,Excelente
512,2024-06-10,5,Precisa melhorar
512,2024-12-15,5,Excelente
512,2023-02-16,1,Bom desempenho
513,2025-03-08,2,Bom desempenho
513,2025-06-13,4,Bom desempenho
513,2023-09-24,3,Excelente
513,2025-02-02,1,Excelente
514,2025-09-08,3,Regular
514,2025-08-11,1,Regular
515,2025-10-24,5,Excelente
515,2025-10-27,1,Excelente
515,2025-10-25,3,Precisa melhorar
515,2025-10-28,5,Bom desempenho
516,2024-10-09,3,Bom desempenho
516,2024-05-09,2,Excelente
516,2024-12-28,1,Excelente
516,2023-01-25,4,Bom desempenho
517,2024-01-26,3,Excelente
517,2025-02-21,2,Precisa melhorar
517,2024-08-29,5,Excelente
517,2023-09-25,2,Bom desempenho
518,2025-10-14,2,Regular
518,2025-08-13,3,Precisa melhorar
519,2024-09-22,3,Bom desempenho
519,2024-09-15,4,Precisa melhorar
519,2025-06-12,5,Regular
520,2023-10-27,5,Regular
520,2025-03-21,1,Bom desempenho
520,2023-12-16,5,Precisa melhorar
520,2023-09-20,5,Precisa melhorar
520,2024-03-11,2,Precisa melhorar
521,2025-08-01,3,Bom desempenho
521,2023-07-09,5,Bom desempenho
521,2023-05-02,3,Precisa melhorar
521,2024-10-30,4,Precisa melhorar
522,2025-05-18,3,Bom desempenho
522,2025-02-02,5,Regular
522,2025-02-01,2,Precisa melhorar
522,2025-05-07,2,Bom desempenho
523,2025-02-15,5,Bom desempenho
523,2025-06-17,2,Bom desempenho
523,2025-03-16,1,Regular
524,2024-08-14,3,Bom desempenho
524,2024-06-13,2,Regular
524,2024-08-03,2,Bom desempenho
524,2024-09-18,5,Excelente
524,2024-04-04,2,Bom desempenho
525,2024-12-29,2,Precisa melhorar
525,2023-07-28,5,Excelente
526,2024-02-22,5,Regular
526,2021-04-17,1,Bom desempenho
526,2024-12-01,5,Regular
526,2022-08-23,1,Bom desempenho
526,2024-09-27,5,Bom desempenho
527,2025-08-26,4,Excelente
527,2025-02-20,4,Precisa melhorar
527,2025-09-19,5,Regular
528,2024-12-01,5,Excelente
528,2025-04-22,3,Regular
528,2024-11-23,3,Regular
528,2025-09-16,1,Regular
528,2025-06-05,4,Excelente
529,2025-03-30,4,Excelente
529,2024-09-04,5,Precisa melhorar
529,2025-08-27,1,Regular
530,2025-04-07,3,Regular
530,2023-08-11,1,Precisa melhorar
530,2025-06-20,2,Regular
530,2025-01-11,3,Excelente
531,2025-03-18,3,Precisa melhorar
531,2023-06-28,2,Bom desempenho
531,2023-01-30,3,Excelente
532,2022-08-25,2,Bom desempenho
532,2022-08-03,1,Bom desempenho
532,2024-04-30,2,Precisa melhorar
533,2025-09-28,5,Precisa melhorar
533,2024-12-23,4,Regular
533,2025-01-08,4,Bom desempenho
534,2025-03-01,3,Bom desempenho
534,2024-02-22,4,Regular
534,2025-10-14,1,Regular
534,2025-08-11,2,Regular
535,2024-12-08,2,Excelente
535,2023-09-05,1,Regular
535,2023-10-15,3,Excelente
535,2025-10-01,4,Precisa melhorar
536,2025-04-11,2,Precisa melhorar
536,2024-09-24,1,Bom desempenho
537,2024-09-28,1,Excelente
537,2023-11-14,3,Precisa melhorar
537,2023-09-28,5,Bom desempenho
537,2025-10-18,5,Precisa melhorar
537,2025-04-04,1,Precisa melhorar
538,2023-12-26,1,Excelente
538,2025-07-26,2,Precisa melhorar
538,2023-03-24,1,Precisa melhorar
538,2023-12-17,3,Precisa melhorar
539,2022-10-02,1,Precisa melhorar
539,2024-02-01,3,Excelente
539,2025-09-02,5,Bom desempenho
539,2024-08-11,2,Precisa melhorar
540,2025-08-19,4,Excelente
540,2024-10-29,1,Excelente
540,2024-11-27,3,Precisa melhorar
540,2025-09-22,1,Regular
541,2021-04-02,4,Regular
541,2022-08-07,3,Bom desempenho
541,2025-08-22,4,Excelente
542,2025-04-14,3,Bom desempenho
542,2022-11-29,1,Precisa melhorar
542,2023-12-02,2,Bom desempenho
542,2023-01-16,1,Regular
542,2023-11-24,3,Regular
543,2024-12-22,2,Excelente
543,2024-08-17,4,Excelente
544,2025-07-30,3,Precisa melhorar
544,2025-04-20,5,Excelente
545,2025-03-31,5,Excelente
545,2024-10-31,3,Precisa melhorar
545,2025-07-11,3,Regular
545,2025-02-06,1,Regular
546,2023-10-15,5,Bom desempenho
546,2023-06-23,5,Bom desempenho
546,2025-01-17,3,Precisa melhorar
547,2023-09-26,4,Regular
547,2024-11-07,1,Bom desempenho
548,2022-08-24,2,Regular
548,2023-12-13,4,Precisa melhorar
548,2025-09-13,2,Excelente
549,2022-10-30,1,Regular
549,2022-10-21,3,Bom desempenho
549,2024-07-03,3,Bom desempenho
550,2025-07-23,4,Bom desempenho
550,2025-01-20,2,Excelente
550,2025-09-20,2,Regular
551,2024-04-12,2,Regular
551,2024-11-25,3,Regular
551,2024-11-05,4,Precisa melhorar
551,2024-08-10,1,Bom desempenho
551,2024-06-02,1,Precisa melhorar
552,2024-03-22,4,Bom desempenho
552,2023-09-25,3,Bom desempenho
552,2025-04-27,4,Regular
552,2023-06-12,4,Precisa melhorar
553,2025-09-02,2,Precisa melhorar
553,2024-04-01,1,Precisa melhorar
553,2024-12-25,3,Bom desempenho
553,2025-05-21,5,Excelente
553,2025-10-23,2,Regular
554,2024-08-17,2,Bom desempenho
554,2025-03-10,1,Regular
555,2023-05-01,3,Excelente
555,2025-09-04,4,Bom desempenho
555,2025-04-28,3,Excelente
555,2024-05-11,1,Excelente
555,2025-05-16,3,Precisa melhorar
556,2024-04-13,1,Bom desempenho
556,2022-09-07,1,Bom desempenho
557,2025-09-23,5,Excelente
557,2024-11-08,5,Excelente
557,2023-12-19,3,Precisa melhorar
557,2023-08-19,3,Regular
557,2024-12-16,5,Excelente
558,2025-09-08,1,Precisa melhorar
558,2025-03-29,3,Regular
558,2025-01-20,3,Precisa melhorar
559,2025-03-30,2,Regular
559,2025-04-18,5,Regular
559,2024-04-22,2,Excelente
560,2025-08-29,2,Regular
560,2024-04-03,5,Regular
560,2025-08-15,3,Regular
560,2023-12-19,1,Bom desempenho
560,2024-11-07,5,Regular
561,2023-07-13,1,Excelente
561,2024-09-19,2,Excelente
561,2025-04-30,3,Regular
561,2024-11-07,3,Bom desempenho
562,2025-08-06,2,Bom desempenho
562,2025-05-13,5,Excelente
563,2023-09-08,4,Precisa melhorar
563,2022-07-31,3,Precisa melhorar
563,2024-08-21,3,Excelente
564,2025-01-14,5,Regular
564,2025-07-05,5,Regular
564,2025-04-12,1,Regular
565,2024-11-07,3,Precisa melhorar
565,2024-12-27,5,Regular
565,2025-07-19,4,Excelente
566,2021-03-12,5,Excelente
566,2023-11-18,1,Regular
566,2024-10-18,3,Precisa melhorar
567,2025-04-04,2,Excelente
567,2025-07-12,5,Precisa melhorar
567,2024-11-03,5,Regular
567,2023-03-26,1,Excelente
568,2024-12-18,4,Precisa melhorar
568,2025-02-19,5,Regular
568,2025-02-15,4,Bom desempenho
568,2025-05-22,5,Precisa melhorar
568,2025-08-19,2,Bom desempenho
569,2022-07-13,3,Bom desempenho
569,2023-12-28,4,Excelente
570,2024-05-18,5,Excelente
570,2023-09-27,4,Regular
570,2022-09-26,4,Excelente
570,2022-07-13,2,Bom desempenho
571,2025-05-15,4,Bom desempenho
571,2025-06-02,4,Bom desempenho
572,2025-08-26,5,Excelente
572,2025-08-27,3,Excelente
572,2025-09-25,3,Precisa melhorar
572,2025-09-02,3,Bom desempenho
572,2025-10-14,4,Regular
573,2024-10-27,5,Precisa melhorar
573,2023-07-13,4,Excelente
574,2025-09-22,2,Regular
574,2025-09-19,3,Excelente
574,2025-08-17,2,Regular
575,2024-10-12,4,Precisa melhorar
575,2024-10-08,4,Precisa melhorar
576,2025-02-26,2,Regular
576,2024-09-11,5,Precisa melhorar
576,2025-10-25,1,Excelente
577,2021-08-26,3,Regular
577,2023-11-13,3,Precisa melhorar
577,2022-08-17,5,Precisa melhorar
578,2025-05-07,3,Excelente
578,2024-12-10,3,Excelente
579,2023-06-26,2,Bom desempenho
579,2023-10-03,3,Excelente
579,2025-02-14,3,Excelente
580,2024-06-01,3,Precisa melhorar
580,2023-06-29,5,Bom desempenho
580,2023-12-12,3,Bom desempenho
581,2023-08-24,2,Bom desempenho
581,2024-11-14,5,Excelente
581,2023-12-18,5,Regular
581,2024-12-12,4,Regular
582,2023-07-26,4,Bom desempenho
582,2023-06-23,1,Excelente
583,2023-10-30,4,Precisa melhorar
583,2024-11-07,5,Excelente
584,2025-07-27,4,Regular
584,2025-02-27,5,Precisa melhorar
585,2023-01-03,5,Excelente
585,2021-07-16,3,Precisa melhorar
586,2025-08-17,4,Regular
586,2025-01-29,1,Precisa melhorar
586,2025-05-02,4,Excelente
587,2025-08-08,1,Precisa melhorar
587,2025-02-22,3,Bom desempenho
587,2025-10-13,2,Excelente
587,2025-10-01,5,Regular
588,2024-03-23,1,Precisa melhorar
588,2024-03-28,4,Precisa melhorar
588,2025-09-14,3,Bom desempenho
589,2022-05-08,4,Bom desempenho
589,2023-10-27,3,Precisa melhorar
589,2023-06-14,1,Excelente
589,2025-06-23,2,Bom desempenho
590,2025-04-07,5,Excelente
590,2024-08-29,4,Bom desempenho
590,2025-06-19,5,Excelente
590,2025-06-11,3,Precisa melhorar
591,2022-09-28,1,Regular
591,2022-01-31,2,Excelente
591,2024-01-17,5,Excelente
592,2024-06-22,1,Excelente
592,2025-05-21,2,Regular
593,2025-06-18,4,Excelente
593,2025-09-01,5,Excelente
593,2025-09-08,2,Regular
594,2025-04-04,1,Excelente
594,2024-03-10,4,Precisa melhorar
595,2024-06-19,3,Bom desempenho
595,2024-07-19,3,Precisa melhorar
596,2022-09-15,3,Regular
596,2024-12-11,1,Excelente
596,2023-09-23,1,Excelente
596,2024-04-01,5,Excelente
597,2023-01-03,2,Excelente
597,2025-02-12,2,Bom desempenho
597,2021-09-23,5,Bom desempenho
597,2023-08-10,4,Bom desempenho
597,2023-07-21,3,Bom desempenho
598,2022-04-06,3,Regular
598,2024-10-24,1,Regular
598,2025-06-09,4,Bom desempenho
598,2025-04-23,3,Excelente
598,2025-04-29,2,Bom desempenho
599,2025-01-05,4,Bom desempenho
599,2025-02-02,3,Bom desempenho
599,2025-10-08,1,Bom desempenho
599,2024-05-20,2,Excelente
600,2025-06-02,2,Regular
600,2025-07-29,2,Excelente
600,2025-05-01,5,Bom desempenho
601,2025-10-11,4,Bom desempenho
601,2025-03-25,5,Excelente
601,2025-09-30,3,Bom desempenho
602,2025-01-05,5,Excelente
602,2022-12-05,3,Bom desempenho
603,2024-03-24,4,Precisa melhorar
603,2024-04-01,5,Regular
603,2024-07-08,1,Precisa melhorar
604,2025-10-01,3,Precisa melhorar
604,2025-10-24,3,Regular
604,2025-09-30,4,Precisa melhorar
604,2025-09-06,4,Precisa melhorar
605,2025-06-30,5,Precisa melhorar
605,2024-04-19,5,Bom desempenho
605,2025-05-10,1,Excelente
606,2025-10-28,2,Bom desempenho
606,2025-10-20,3,Regular
606,2025-10-12,3,Regular
606,2025-09-28,5,Precisa melhorar
606,2025-10-15,3,Precisa melhorar
607,2025-10-28,3,Precisa melhorar
607,2024-06-05,4,Regular
607,2025-06-29,1,Excelente
608,2024-12-12,5,Regular
608,2025-06-05,1,Precisa melhorar
609,2025-10-18,5,Excelente
609,2025-10-08,1,Regular
610,2025-02-16,1,Precisa melhorar
610,2024-12-12,5,Excelente
611,2025-08-10,4,Excelente
611,2025-03-16,3,Excelente
611,2025-03-20,5,Bom desempenho
611,2025-01-02,1,Excelente
611,2025-10-09,4,Regular
612,2024-01-26,2,Excelente
612,2024-05-19,2,Precisa melhorar
613,2025-02-18,5,Precisa melhorar
613,2025-01-11,2,Excelente
613,2025-07-15,1,Excelente
614,2023-02-28,1,Precisa melhorar
614,2025-06-27,4,Regular
614,2025-04-28,1,Regular
614,2022-11-04,3,Excelente
615,2025-07-10,4,Excelente
615,2025-03-07,2,Precisa melhorar
615,2022-11-27,4,Regular
615,2023-01-11,2,Precisa melhorar
615,2025-06-06,5,Bom desempenho
616,2022-05-25,4,Excelente
616,2025-08-06,1,Precisa melhorar
617,2023-11-10,1,Precisa melhorar
617,2025-09-27,1,Excelente
618,2025-05-26,5,Regular
618,2025-04-07,4,Regular
619,2025-05-18,3,Excelente
619,2024-07-10,4,Regular
620,2025-06-04,1,Precisa melhorar
620,2025-04-21,1,Regular
620,2025-05-31,4,Bom desempenho
620,2024-06-17,1,Regular
621,2025-03-17,3,Excelente
621,2024-03-30,3,Excelente
622,2025-09-27,4,Precisa melhorar
622,2024-12-06,4,Bom desempenho
623,2022-03-11,3,Regular
623,2024-02-06,1,Regular
624,2021-03-23,3,Regular
624,2021-08-11,4,Bom desempenho
624,2024-06-23,1,Excelente
624,2024-07-22,3,Regular
625,2022-10-31,1,Excelente
625,2024-03-01,5,Bom desempenho
625,2024-04-26,4,Excelente
626,2025-03-30,4,Regular
626,2025-02-21,3,Precisa melhorar
626,2025-06-20,5,Excelente
627,2024-09-17,4,Precisa melhorar
627,2024-11-19,4,Excelente
627,2025-09-18,5,Bom desempenho
627,2025-08-04,3,Excelente
627,2024-06-21,2,Excelente
628,2025-09-05,3,Precisa melhorar
628,2025-01-08,5,Regular
628,2025-03-03,4,Excelente
628,2024-02-13,4,Precisa melhorar
629,2025-06-26,5,Bom desempenho
629,2024-12-15,5,Bom desempenho
629,2025-02-05,4,Precisa melhorar
630,2023-09-12,1,Excelente
630,2023-06-23,2,Regular
630,2023-08-13,3,Bom desempenho
630,2022-07-03,2,Bom desempenho
631,2025-10-24,3,Regular
631,2025-10-20,3,Bom desempenho
631,2025-10-21,4,Regular
631,2025-10-07,3,Bom desempenho
632,2022-12-15,2,Bom desempenho
632,2023-08-21,5,Excelente
632,2023-05-16,4,Regular
633,2025-09-14,4,Bom desempenho
633,2025-06-01,5,Precisa melhorar
634,2025-04-20,2,Regular
634,2025-01-10,4,Bom desempenho
634,2023-03-06,3,Precisa melhorar
634,2025-01-31,1,Bom desempenho
634,2025-05-20,2,Precisa melhorar
635,2025-06-07,5,Precisa melhorar
635,2022-09-09,4,Bom desempenho
635,2022-05-19,3,Precisa melhorar
635,2024-04-16,1,Bom desempenho
636,2025-09-30,3,Excelente
636,2025-09-21,3,Precisa melhorar
637,2024-12-18,1,Precisa melhorar
637,2022-08-28,3,Precisa melhorar
637,2023-12-24,3,Excelente
637,2024-01-06,5,Regular
638,2025-07-10,4,Precisa melhorar
638,2025-05-12,2,Regular
638,2025-08-15,4,Regular
638,2025-09-24,4,Regular
639,2024-02-23,3,Excelente
639,2023-12-30,5,Excelente
639,2024-07-24,5,Bom desempenho
640,2024-10-31,2,Bom desempenho
640,2023-10-21,3,Excelente
640,2023-12-13,3,Excelente
640,2023-07-20,1,Regular
640,2023-06-04,1,Excelente
641,2024-12-18,5,Regular
641,2025-04-22,4,Precisa melhorar
642,2023-09-26,3,Excelente
642,2025-05-26,5,Excelente
643,2024-12-09,3,Excelente
643,2022-01-16,3,Precisa melhorar
643,2022-02-13,4,Bom desempenho
643,2025-08-29,5,Excelente
644,2025-01-19,1,Excelente
644,2023-09-02,5,Regular
644,2025-05-05,4,Precisa melhorar
645,2025-05-31,4,Regular
645,2025-10-09,1,Bom desempenho
646,2021-09-04,3,Excelente
646,2024-09-21,5,Excelente
647,2021-12-25,1,Precisa melhorar
647,2024-01-15,1,Precisa melhorar
648,2025-09-28,3,Regular
648,2025-01-20,3,Bom desempenho
648,2024-12-01,5,Excelente
648,2025-10-23,4,Bom desempenho
649,2025-03-19,4,Precisa melhorar
649,2025-06-04,5,Precisa melhorar
649,2025-05-12,3,Precisa melhorar
650,2023-10-30,5,Excelente
650,2023-10-02,1,Precisa melhorar
650,2022-12-31,4,Excelente
650,2023-03-01,2,Excelente
651,2024-05-26,5,Excelente
651,2024-02-05,1,Bom desempenho
651,2025-03-03,1,Bom desempenho
651,2024-07-14,3,Precisa melhorar
652,2025-08-24,4,Excelente
652,2025-08-31,4,Regular
652,2025-06-28,5,Bom desempenho
652,2025-07-23,1,Regular
652,2025-06-29,1,Regular
653,2025-05-18,5,Regular
653,2025-05-26,2,Excelente
653,2025-08-05,5,Excelente
654,2023-07-23,3,Regular
654,2025-03-23,2,Excelente
655,2022-07-17,1,Bom desempenho
655,2024-06-09,4,Precisa melhorar
655,2024-12-25,1,Regular
656,2025-09-20,2,Bom desempenho
656,2025-06-24,3,Bom desempenho
656,2024-05-26,1,Bom desempenho
656,2025-09-07,5,Regular
657,2025-10-16,1,Excelente
657,2024-12-04,1,Regular
658,2024-02-26,4,Regular
658,2023-11-19,2,Bom desempenho
658,2024-11-30,1,Precisa melhorar
659,2025-07-24,3,Regular
659,2025-09-22,2,Regular
659,2025-07-12,5,Regular
659,2025-10-06,3,Regular
660,2024-08-08,3,Excelente
660,2025-01-08,3,Bom desempenho
660,2024-11-07,2,Regular
660,2025-10-07,3,Precisa melhorar
660,2024-11-03,1,Excelente
661,2024-08-11,2,Bom desempenho
661,2024-04-24,5,Excelente
661,2024-04-08,2,Bom desempenho
661,2024-06-19,5,Bom desempenho
662,2025-04-05,3,Bom desempenho
662,2025-07-19,2,Regular
662,2025-05-30,5,Regular
663,2023-12-08,5,Bom desempenho
663,2022-07-24,4,Regular
663,2025-03-24,4,Excelente
664,2025-08-02,3,Excelente
664,2025-07-26,4,Regular
665,2025-05-27,2,Excelente
665,2024-12-30,3,Precisa melhorar
665,2025-03-30,5,Precisa melhorar
665,2025-07-29,4,Excelente
666,2025-04-20,1,Bom desempenho
666,2025-10-20,5,Excelente
666,2025-10-21,4,Precisa melhorar
666,2025-01-11,1,Precisa melhorar
666,2025-10-01,5,Bom desempenho
667,2021-12-27,2,Precisa melhorar
667,2025-08-20,4,Excelente
667,2024-09-12,3,Bom desempenho
667,2025-01-14,2,Excelente
668,2025-07-22,1,Bom desempenho
668,2022-03-07,1,Precisa melhorar
668,2021-11-29,3,Excelente
668,2025-02-22,5,Precisa melhorar
669,2025-03-17,1,Precisa melhorar
669,2025-07-20,3,Bom desempenho
669,2025-07-18,1,Excelente
669,2025-04-13,4,Precisa melhorar
669,2025-05-31,2,Bom desempenho
670,2024-08-19,2,Precisa melhorar
670,2025-10-06,1,Bom desempenho
670,2025-05-19,3,Excelente
670,2023-08-22,3,Bom desempenho
671,2025-05-25,2,Regular
671,2025-05-25,1,Excelente
671,2025-07-30,2,Excelente
672,2025-06-29,2,Excelente
672,2024-09-24,3,Precisa melhorar
672,2024-06-08,3,Regular
672,2024-10-05,5,Bom desempenho
672,2024-08-08,1,Bom desempenho
673,2025-09-13,4,Bom desempenho
673,2025-10-01,4,Precisa melhorar
673,2025-09-17,2,Bom desempenho
673,2025-08-27,2,Excelente
674,2025-10-03,4,Precisa melhorar
674,2024-09-12,4,Bom desempenho
674,2025-08-12,3,Regular
675,2024-09-07,3,Excelente
675,2024-10-28,3,Regular
675,2025-03-13,4,Bom desempenho
675,2025-02-12,2,Precisa melhorar
675,2025-03-24,2,Excelente
676,2025-10-17,5,Bom desempenho
676,2024-04-28,4,Excelente
676,2025-07-19,3,Bom desempenho
677,2022-05-26,4,Bom desempenho
677,2025-10-15,1,Precisa melhorar
677,2023-09-26,1,Precisa melhorar
678,2024-11-13,4,Regular
678,2025-06-24,5,Bom desempenho
678,2024-12-15,3,Regular
679,2023-03-01,3,Excelente
679,2022-08-25,3,Bom desempenho
680,2025-09-10,1,Bom desempenho
680,2025-08-19,4,Bom desempenho
680,2025-10-19,2,Excelente
681,2025-09-09,2,Excelente
681,2024-07-25,1,Regular
681,2024-03-23,2,Precisa melhorar
681,2024-09-17,2,Regular
682,2021-07-24,4,Regular
682,2025-09-20,3,Bom desempenho
683,2023-06-12,1,Excelente
683,2024-01-26,3,Bom desempenho
684,2024-11-11,4,Excelente
684,2024-03-17,4,Excelente
684,2023-03-06,4,Excelente
685,2025-03-13,2,Precisa melhorar
685,2024-07-22,4,Excelente
685,2023-11-07,4,Regular
685,2024-05-17,4,Excelente
686,2024-02-21,1,Precisa melhorar
686,2022-11-11,4,Regular
687,2022-10-29,2,Bom desempenho
687,2024-07-16,5,Precisa melhorar
687,2025-08-28,5,Bom desempenho
688,2025-09-22,3,Excelente
688,2025-10-07,3,Bom desempenho
688,2022-09-29,2,Precisa melhorar
688,2023-04-13,1,Regular
